Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preço
Alface Americana - Roça,Teresópolis (região),17,6,2016,R$   ,Caixa 12 pés,"11,33"
Alface Crespa - Roça,Teresópolis (região),17,6,2016,R$   ,Caixa 18 pés,14
Alface Lisa - Roça,Teresópolis (região),17,6,2016,R$   ,Caixa 18 pés,14
Alface Americana - Roça,Teresópolis (região),10,6,2016,R$   ,Caixa 12 pés,"7,4"
Alface Crespa - Roça,Teresópolis (região),10,6,2016,R$   ,Caixa 18 pés,"5,67"
Alface Lisa - Roça,Teresópolis (região),10,6,2016,R$   ,Caixa 18 pés,"5,67"
Alface Americana - Roça,Teresópolis (região),3,6,2016,R$   ,Caixa 12 pés,"8,16"
Alface Crespa - Roça,Teresópolis (região),3,6,2016,R$   ,Caixa 18 pés,"6,38"
Alface Lisa - Roça,Teresópolis (região),3,6,2016,R$   ,Caixa 18 pés,"6,13"
Alface Americana - Roça,Teresópolis (região),27,5,2016,R$   ,Caixa 12 pés,"7,33"
Alface Crespa - Roça,Teresópolis (região),27,5,2016,R$   ,Caixa 18 pés,"8,17"
Alface Lisa - Roça,Teresópolis (região),27,5,2016,R$   ,Caixa 18 pés,"7,67"
Alface Americana - Roça,Teresópolis (região),20,5,2016,R$   ,Caixa 12 pés,"9,17"
Alface Crespa - Roça,Teresópolis (região),20,5,2016,R$   ,Caixa 18 pés,8
Alface Lisa - Roça,Teresópolis (região),20,5,2016,R$   ,Caixa 18 pés,"7,17"
Alface Americana - Roça,Teresópolis (região),13,5,2016,R$   ,Caixa 12 pés,"12,67"
Alface Crespa - Roça,Teresópolis (região),13,5,2016,R$   ,Caixa 18 pés,"7,75"
Alface Lisa - Roça,Teresópolis (região),13,5,2016,R$   ,Caixa 18 pés,"7,75"
Alface Americana - Roça,Teresópolis (região),6,5,2016,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),6,5,2016,R$   ,Caixa 18 pés,"7,88"
Alface Lisa - Roça,Teresópolis (região),6,5,2016,R$   ,Caixa 18 pés,"8,63"
Alface Americana - Roça,Teresópolis (região),29,4,2016,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),29,4,2016,R$   ,Caixa 18 pés,"7,67"
Alface Lisa - Roça,Teresópolis (região),29,4,2016,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),22,4,2016,R$   ,Caixa 12 pés,"7,11"
Alface Crespa - Roça,Teresópolis (região),22,4,2016,R$   ,Caixa 20 pés,"12,33"
Alface Lisa - Roça,Teresópolis (região),22,4,2016,R$   ,Caixa 20 pés,"12,36"
